Código región,Región,Provincia,Código comuna,Comuna,total_poblacion,total_poblacion_migrante,porcentaje_migrante_total,porcentaje_migrante_fonasa,ruralidad,nivel_promedio,desviacion_estandar,Total_centros,promedio_pacientes,porcentaje_migrantes_promedio,Area,tasa_centros_10k,tasa_atenciones_10k,densidad_poblacional
10,Los Lagos,Palena,10403,Hualaihué,9480.0,155,1.64,1.81,,,,6.0,1040.5,0.7,2788.0,6.33,1097.57,3.4
10,Los Lagos,Palena,10404,Palena,1903.0,88,4.62,6.23,,,,3.0,370.25,0.05,2764.0,15.76,1945.61,0.69
11,Aysén del General Carlos Ibáñez del Campo,Coyhaique,11101,Coyhaique,57823.0,2505,4.33,5.27,0.1736320551486427,6.0,0.0,11.0,3927.3333333333335,0.24,7290.2,1.9,679.2,7.93
11,Aysén del General Carlos Ibáñez del Campo,Coyhaique,11102,Lago Verde,779.0,0,0.0,6.15,1.0,4.0,0.0,3.0,129.58333333333334,0.0,5422.3,38.51,1663.46,0.14
11,Aysén del General Carlos Ibáñez del Campo,Aysén,11201,Aysén,23170.0,727,3.14,4.26,0.1563245823389021,4.0,0.0,7.0,2515.25,0.59,29796.4,3.02,1085.56,0.78
11,Aysén del General Carlos Ibáñez del Campo,Aysén,11202,Cisnes,5137.0,129,2.51,2.72,0.3265306122448979,2.653061224489796,0.9378877790266168,6.0,1381.9166666666667,0.68,16093.0,11.68,2690.12,0.32
11,Aysén del General Carlos Ibáñez del Campo,Aysén,11203,Guaitecas,1598.0,65,4.07,11.99,,,,1.0,392.5,3.16,620.6,6.26,2456.2,2.57
11,Aysén del General Carlos Ibáñez del Campo,Capitán Prat,11301,Cochrane,3458.0,89,2.57,1.62,0.205128205128205,2.8205128205128207,1.6151811023613971,1.0,790.75,0.58,8599.5,2.89,2286.73,0.4
11,Aysén del General Carlos Ibáñez del Campo,Capitán Prat,11302,O'Higgins,647.0,0,0.0,13.33,,,,1.0,209.0,0.08,8182.5,15.46,3230.29,0.08
11,Aysén del General Carlos Ibáñez del Campo,Capitán Prat,11303,Tortel,505.0,0,0.0,2.94,1.0,7.0,0.0,1.0,110.0,0.0,19710.6,19.8,2178.22,0.03
11,Aysén del General Carlos Ibáñez del Campo,General Carrera,11401,Chile Chico,4905.0,253,5.16,3.55,0.619718309859155,4.0,0.0,4.0,873.3333333333334,0.15,5737.1,8.15,1780.5,0.85
11,Aysén del General Carlos Ibáñez del Campo,General Carrera,11402,Río Ibáñez,2723.0,104,3.82,6.93,1.0,4.0,0.0,5.0,274.9166666666667,0.61,5997.2,18.36,1009.61,0.45
12,Magallanes y de la Antártica Chilena,Magallanes,12101,Punta Arenas,132363.0,7991,6.04,7.94,0.0527383367139959,3.913032454361055,0.6291535678421118,13.0,8355.25,4.56,17846.0,0.98,631.24,7.42
12,Magallanes y de la Antártica Chilena,Magallanes,12102,Laguna Blanca,269.0,0,0.0,23.33,1.0,7.0,0.0,1.0,78.33333333333333,0.0,3696.0,37.17,2912.02,0.07
12,Magallanes y de la Antártica Chilena,Magallanes,12103,Río Verde,102.0,0,0.0,12.5,1.0,3.0,0.0,1.0,55.0,0.91,17248.0,98.04,5392.16,0.01
12,Magallanes y de la Antártica Chilena,Magallanes,12104,San Gregorio,241.0,0,0.0,3.57,1.0,2.0,0.0,1.0,95.75,2.0,6884.0,41.49,3973.03,0.04
12,Magallanes y de la Antártica Chilena,Antártica Chilena,12201,Cabo de Hornos,1750.0,0,0.0,7.77,0.0,3.0,0.0,1.0,232.08333333333331,2.15,21551.0,5.71,1326.19,0.08
12,Magallanes y de la Antártica Chilena,Antártica Chilena,12202,Antártica,60.0,0,0.0,20.0,,,,0.0,,,,0.0,,
12,Magallanes y de la Antártica Chilena,Tierra del Fuego,12301,Porvenir,6809.0,553,8.12,11.01,0.1844262295081966,2.737704918032787,1.5513256028446725,1.0,1170.5833333333333,4.03,9707.0,1.47,1719.17,0.7
12,Magallanes y de la Antártica Chilena,Tierra del Fuego,12302,Primavera,431.0,0,0.0,12.0,1.0,7.0,0.0,0.0,,,6530.0,0.0,,0.07
12,Magallanes y de la Antártica Chilena,Tierra del Fuego,12303,Timaukel,157.0,0,0.0,29.17,1.0,7.0,0.0,1.0,74.5,0.0,10759.0,63.69,4745.22,0.01
12,Magallanes y de la Antártica Chilena,Última Esperanza,12401,Natales,24152.0,2338,9.68,11.37,0.1681957186544342,6.0,0.0,5.0,2302.083333333333,4.35,49924.0,2.07,953.16,0.48
12,Magallanes y de la Antártica Chilena,Última Esperanza,12402,Torres del Paine,203.0,0,0.0,30.77,1.0,3.0,0.0,1.0,46.66666666666666,1.25,6630.0,49.26,2298.85,0.03
13,Metropolitana de Santiago,Santiago,13101,Santiago,438856.0,176956,40.32,49.8,0.0,6.0,0.0,12.0,18592.166666666668,22.83,22.0,0.27,423.65,19948.0
13,Metropolitana de Santiago,Santiago,13102,Cerrillos,85041.0,12732,14.97,14.93,0.0,3.877805486284289,0.327510327369217,4.0,4008.8333333333335,6.42,21.0,0.47,471.4,4049.57
13,Metropolitana de Santiago,Santiago,13103,Cerro Navia,127250.0,12654,9.94,13.3,0.0,1.6522522522522525,0.476255447931167,9.0,13520.666666666666,3.07,11.0,0.71,1062.53,11568.18
13,Metropolitana de Santiago,Santiago,13104,Conchalí,121587.0,17686,14.55,16.08,0.0,1.9160714285714289,0.5429011965207605,9.0,10447.75,4.71,11.0,0.74,859.28,11053.36
13,Metropolitana de Santiago,Santiago,13105,El Bosque,155257.0,11347,7.31,9.22,0.0,5.6,2.537715508089904,11.0,20342.25,3.38,14.0,0.71,1310.23,11089.79
13,Metropolitana de Santiago,Santiago,13106,Estación Central,181049.0,69328,38.29,42.57,0.0,2.158536585365854,0.5474484943654688,6.0,6590.75,11.44,14.0,0.33,364.03,12932.07
13,Metropolitana de Santiago,Santiago,13107,Huechuraba,101808.0,9402,9.24,10.91,0.0634057971014492,1.9873188405797104,0.745653142208636,6.0,7577.833333333333,6.43,45.0,0.59,744.33,2262.4
13,Metropolitana de Santiago,Santiago,13108,Independencia,116943.0,51908,44.39,50.53,0.0,3.601503759398496,0.4895885893563821,8.0,6512.083333333333,18.46,7.0,0.68,556.86,16706.14
13,Metropolitana de Santiago,Santiago,13109,La Cisterna,103157.0,19762,19.16,24.21,0.0,3.685968819599109,0.4641288594096622,4.0,5495.333333333333,9.42,10.0,0.39,532.72,10315.7
13,Metropolitana de Santiago,Santiago,13110,La Florida,374836.0,36685,9.79,11.66,0.0056613484302625,2.2259392691713846,0.5261130938899068,20.0,30911.166666666668,4.55,71.0,0.53,824.66,5279.38
13,Metropolitana de Santiago,Santiago,13111,La Granja,112022.0,9550,8.53,7.77,0.0,1.7165354330708662,0.4506799376772971,9.0,13368.916666666666,1.0,10.0,0.8,1193.42,11202.2
13,Metropolitana de Santiago,Santiago,13112,La Pintana,175421.0,8313,4.74,5.52,0.0,3.714714714714715,2.98640457841862,11.0,19992.83333333333,1.01,31.0,0.63,1139.71,5658.74
13,Metropolitana de Santiago,Santiago,13113,La Reina,89870.0,6593,7.34,11.68,0.0,3.251760563380281,0.434024402662713,3.0,4499.333333333333,1.81,23.0,0.33,500.65,3907.39
13,Metropolitana de Santiago,Santiago,13114,Las Condes,296134.0,31069,10.49,16.22,0.0,7.0,0.0,3.0,7071.833333333333,11.27,99.0,0.1,238.81,2991.25
13,Metropolitana de Santiago,Santiago,13115,Lo Barnechea,112620.0,12198,10.83,18.28,0.0339734121122599,3.809453471196455,0.7496128964416131,5.0,4456.083333333333,13.75,1024.0,0.44,395.67,109.98
13,Metropolitana de Santiago,Santiago,13116,Lo Espejo,87295.0,6818,7.81,10.77,0.0,1.6244444444444444,0.4842660221891616,7.0,10871.25,1.95,7.0,0.8,1245.35,12470.71
13,Metropolitana de Santiago,Santiago,13117,Lo Prado,91290.0,12539,13.74,14.5,0.0,5.589073634204276,2.5445716702574552,7.0,14368.166666666666,5.2,7.0,0.77,1573.9,13041.43
13,Metropolitana de Santiago,Santiago,13118,Macul,123800.0,17497,14.13,18.65,0.0,3.630067567567568,0.4827861098530655,4.0,14749.666666666666,4.87,13.0,0.32,1191.41,9523.08
13,Metropolitana de Santiago,Santiago,13119,Maipú,503635.0,30973,6.15,7.55,0.0380952380952381,3.755809523809524,0.4296062005236245,20.0,26179.666666666668,2.44,133.0,0.4,519.81,3786.73
13,Metropolitana de Santiago,Santiago,13120,Ñuñoa,241467.0,33633,13.93,17.34,0.0,7.0,0.0,5.0,8581.75,3.45,17.0,0.21,355.4,14203.94
13,Metropolitana de Santiago,Santiago,13121,Pedro Aguirre Cerda,96062.0,9522,9.91,11.43,0.0,6.0,0.0,8.0,10551.75,3.18,10.0,0.83,1098.43,9606.2
13,Metropolitana de Santiago,Santiago,13122,Peñalolén,236478.0,20141,8.52,10.05,0.0,2.121110176619008,0.5861881930039278,13.0,35180.25,0.74,54.0,0.55,1487.68,4379.22
13,Metropolitana de Santiago,Santiago,13123,Providencia,143974.0,16116,11.19,17.16,0.0,3.0,0.0,12.0,7626.916666666667,10.31,14.0,0.83,529.74,10283.86
13,Metropolitana de Santiago,Santiago,13124,Pudahuel,227820.0,16505,7.24,8.87,0.0862201693610469,2.272517321016166,0.6861260465676146,16.0,19537.666666666668,2.22,197.0,0.7,857.59,1156.45
13,Metropolitana de Santiago,Santiago,13125,Quilicura,205624.0,27310,13.28,17.32,0.0390104662226451,3.660323501427212,0.6770222834043126,10.0,15654.083333333334,4.75,58.0,0.49,761.3,3545.24
13,Metropolitana de Santiago,Santiago,13126,Quinta Normal,129351.0,35630,27.55,31.07,0.0,3.763537906137184,0.4249091338496134,8.0,13904.5,7.74,12.0,0.62,1074.94,10779.25
13,Metropolitana de Santiago,Santiago,13127,Recoleta,154615.0,34009,22.0,27.65,0.0,1.9814814814814812,0.5332722444437752,8.0,10139.083333333334,6.51,16.0,0.52,655.76,9663.44
13,Metropolitana de Santiago,Santiago,13128,Renca,143622.0,12523,8.72,10.44,0.0,5.638888888888889,2.5127759967566834,5.0,17494.333333333332,4.3,24.0,0.35,1218.08,5984.25
13,Metropolitana de Santiago,Santiago,13129,San Joaquín,95602.0,14088,14.74,17.77,0.0,6.0,0.0,10.0,10495.916666666666,9.53,10.0,1.05,1097.88,9560.2
13,Metropolitana de Santiago,Santiago,13130,San Miguel,150829.0,39266,26.03,33.53,0.0,2.5580204778157,0.4966222147206444,6.0,9596.666666666666,17.6,10.0,0.4,636.26,15082.9
13,Metropolitana de Santiago,Santiago,13131,San Ramón,76002.0,6214,8.18,9.79,0.0,4.662531017369727,2.925927656491704,7.0,9622.083333333334,2.27,7.0,0.92,1266.03,10857.43
13,Metropolitana de Santiago,Santiago,13132,Vitacura,86420.0,9401,10.88,22.51,0.0,2.8051750380517504,0.3960658987468028,2.0,1531.4166666666667,20.53,28.0,0.23,177.21,3086.43
13,Metropolitana de Santiago,Cordillera,13201,Puente Alto,568086.0,29760,5.24,5.89,0.0,2.097680955727337,0.5350815459581347,15.0,32119.33333333333,1.3,88.0,0.26,565.4,6455.52
13,Metropolitana de Santiago,Cordillera,13202,Pirque,29060.0,637,2.19,2.6,0.6089552238805971,5.217910447761194,0.975968768330481,5.0,2934.75,0.06,445.0,1.72,1009.89,65.3
13,Metropolitana de Santiago,Cordillera,13203,San José de Maipo,17441.0,823,4.72,6.0,0.6818181818181819,4.636363636363637,0.9315409787236,4.0,2063.9166666666665,1.51,4995.0,2.29,1183.37,3.49
13,Metropolitana de Santiago,Chacabuco,13301,Colina,173293.0,22498,12.98,16.61,0.2367941712204007,2.805100182149362,1.8496027828818844,10.0,8358.25,8.29,971.0,0.58,482.32,178.47
13,Metropolitana de Santiago,Chacabuco,13302,Lampa,145160.0,18608,12.82,15.18,0.2473498233215547,2.524734982332156,1.9431649305793577,7.0,7268.083333333333,8.15,452.0,0.48,500.69,321.15
13,Metropolitana de Santiago,Chacabuco,13303,Tiltil,19742.0,1133,5.74,8.9,0.6178343949044587,4.764331210191083,0.9718334330069122,7.0,1940.0833333333333,2.53,653.0,3.55,982.72,30.23
13,Metropolitana de Santiago,Maipo,13401,San Bernardo,306371.0,19544,6.38,8.29,0.0972785176606831,2.1036479444122755,0.8323396183483432,17.0,21892.166666666668,1.49,155.0,0.55,714.56,1976.59
13,Metropolitana de Santiago,Maipo,13402,Buin,116969.0,5960,5.1,6.45,0.2392026578073089,2.4551495016611296,1.054407799769158,13.0,9235.333333333334,2.42,214.0,1.11,789.55,546.58
13,Metropolitana de Santiago,Maipo,13403,Calera de Tango,25491.0,898,3.52,5.5,0.6036363636363635,5.207272727272727,0.9782831985314506,4.0,2019.9166666666667,0.69,73.0,1.57,792.4,349.19
13,Metropolitana de Santiago,Maipo,13404,Paine,78828.0,5365,6.81,8.42,0.4057017543859649,3.969298245614035,2.799424351634321,9.0,6986.916666666667,3.82,678.0,1.14,886.35,116.27
13,Metropolitana de Santiago,Melipilla,13501,Melipilla,136325.0,11069,8.12,10.7,0.3413793103448275,2.25,1.809338800930253,14.0,10531.0,5.38,1345.0,1.03,772.49,101.36
13,Metropolitana de Santiago,Melipilla,13502,Alhué,7768.0,918,11.82,18.29,0.760233918128655,4.0,0.0,5.0,2002.6666666666667,11.14,845.0,6.44,2578.1,9.19
13,Metropolitana de Santiago,Melipilla,13503,Curacaví,35165.0,1460,4.15,5.21,0.5536332179930796,5.107266435986159,0.994230311200995,3.0,3537.9166666666665,0.16,693.0,0.85,1006.09,50.74
13,Metropolitana de Santiago,Melipilla,13504,María Pinto,15352.0,356,2.32,4.02,0.5380710659898478,4.0,0.0,5.0,1395.3333333333333,1.03,395.0,3.26,908.89,38.87
13,Metropolitana de Santiago,Melipilla,13505,San Pedro,11108.0,1260,11.34,17.78,1.0,4.0,0.0,6.0,1559.25,12.06,788.0,5.4,1403.72,14.1
13,Metropolitana de Santiago,Talagante,13601,Talagante,76429.0,4559,5.97,5.84,0.3196125907990315,6.0,0.0,6.0,4366.833333333333,0.38,126.0,0.79,571.36,606.58
13,Metropolitana de Santiago,Talagante,13602,El Monte,37497.0,1090,2.91,3.79,0.4041666666666665,4.0,0.0,3.0,3507.333333333333,0.38,118.0,0.8,935.36,317.77
13,Metropolitana de Santiago,Talagante,13603,Isla de Maipo,39274.0,1502,3.82,4.41,0.4379310344827587,4.875862068965517,0.9922649717078992,9.0,4799.25,0.53,189.0,2.29,1221.99,207.8
13,Metropolitana de Santiago,Talagante,13604,Padre Hurtado,81243.0,5296,6.52,9.45,0.3713646532438479,5.715883668903803,2.049126635562084,2.0,5881.916666666667,0.37,81.0,0.25,723.99,1003.0
13,Metropolitana de Santiago,Talagante,13605,Peñaflor,94402.0,3731,3.95,4.96,0.3151969981238274,4.98499061913696,2.27881997908956,5.0,7049.666666666667,1.98,69.0,0.53,746.77,1368.14
14,Los Ríos,Valdivia,14101,Valdivia,170043.0,5099,3.0,3.42,0.0632881830920131,2.1039234002802427,1.0986759139374322,22.0,14574.25,0.86,1016.0,1.29,857.09,167.37
14,Los Ríos,Valdivia,14102,Corral,5501.0,52,0.95,0.89,0.6857142857142857,1.9428571428571428,1.392692297937593,3.0,797.3333333333334,0.02,767.0,5.45,1449.43,7.17
14,Los Ríos,Valdivia,14103,Lanco,16876.0,140,0.83,0.67,0.2775229357798165,4.0,0.0,4.0,1983.0,0.07,532.0,2.37,1175.04,31.72
14,Los Ríos,Valdivia,14104,Los Lagos,21431.0,258,1.2,0.99,0.4734848484848484,4.0,0.0,10.0,2054.25,0.03,1791.0,4.67,958.54,11.97
14,Los Ríos,Valdivia,14105,Máfil,8074.0,77,0.95,0.9,0.4637096774193547,2.3911290322580645,1.4960438203418154,4.0,621.4166666666666,0.31,583.0,4.95,769.65,13.85
14,Los Ríos,Valdivia,14106,Mariquina,22973.0,212,0.92,0.89,0.5551330798479088,4.0,0.0,13.0,2292.9166666666665,0.49,1321.0,5.66,998.09,17.39
14,Los Ríos,Valdivia,14107,Paillaco,19802.0,222,1.12,1.5,0.4448000000000001,4.0,0.0,8.0,2889.25,0.17,896.0,4.04,1459.07,22.1
14,Los Ríos,Valdivia,14108,Panguipulli,35098.0,493,1.4,1.2,0.5360721442885772,4.0,0.0,16.0,4827.25,0.61,3292.0,4.56,1375.36,10.66
14,Los Ríos,Ranco,14201,La Unión,38907.0,321,0.83,1.13,0.3661347517730495,4.314716312056738,2.658999790157976,13.0,3745.3333333333335,0.1,2137.0,3.34,962.64,18.21
14,Los Ríos,Ranco,14202,Futrono,15635.0,216,1.38,1.17,0.4107883817427387,4.0,0.0,8.0,1791.8333333333333,0.92,2121.0,5.12,1146.04,7.37
14,Los Ríos,Ranco,14203,Lago Ranco,10527.0,93,0.88,0.68,0.8214285714285714,4.0,0.0,8.0,1074.6666666666667,0.0,1763.0,7.6,1020.87,5.97
14,Los Ríos,Ranco,14204,Río Bueno,33363.0,325,0.97,1.01,0.4688172043010752,5.06236559139785,0.9980533718241708,10.0,1745.0833333333333,0.7,2212.0,3.0,523.06,15.08
15,Arica y Parinacota,Arica,15101,Arica,241653.0,35592,14.73,19.54,0.0890111263907988,1.8877359669958744,0.8843054403368008,15.0,13022.583333333334,11.31,4799.0,0.62,538.9,50.35
15,Arica y Parinacota,Arica,15102,Camarones,861.0,101,11.73,65.83,1.0,1.0,0.0,1.0,281.0,12.22,3927.0,11.61,3263.65,0.22
15,Arica y Parinacota,Parinacota,15201,Putre,1547.0,362,23.4,48.8,0.4025974025974026,2.792207792207792,1.4712629289739645,4.0,356.0,12.36,5903.0,25.86,2301.23,0.26
15,Arica y Parinacota,Parinacota,15202,General Lagos,508.0,133,26.18,59.68,1.0,1.0,0.0,1.0,54.91666666666666,9.71,2244.0,19.69,1081.04,0.23
16,Ñuble,Diguillín,16101,Chillán,190382.0,6928,3.64,5.11,0.1003571428571428,2.037142857142857,1.2115717570366928,16.0,15075.916666666666,0.99,511.0,0.84,791.88,372.57
16,Ñuble,Diguillín,16102,Bulnes,23863.0,257,1.08,1.18,0.3666666666666667,5.266666666666667,0.9637888196533974,4.0,2237.583333333333,0.01,425.0,1.68,937.68,56.15
16,Ñuble,Diguillín,16103,Chillán Viejo,32688.0,792,2.42,2.63,0.1511423550087873,5.244288224956064,1.790937907432758,5.0,4286.0,0.1,292.0,1.53,1311.18,111.95
16,Ñuble,Diguillín,16104,El Carmen,13186.0,103,0.78,0.71,0.6473429951690821,2.057971014492753,1.433391215255429,11.0,1675.5833333333333,0.19,664.0,8.34,1270.73,19.86
16,Ñuble,Diguillín,16105,Pemuco,8930.0,0,0.0,0.71,0.5707964601769913,2.2876106194690267,1.4848874539969923,4.0,1276.6666666666667,0.0,563.0,4.48,1429.64,15.86
16,Ñuble,Diguillín,16106,Pinto,12502.0,212,1.7,1.51,0.5663716814159292,5.132743362831858,0.991150442477876,4.0,1772.6666666666667,0.32,1164.0,3.2,1417.91,10.74
16,Ñuble,Diguillín,16107,Quillón,19165.0,424,2.21,2.6,0.5221238938053097,4.0,0.0,6.0,2910.833333333333,1.06,423.0,3.13,1518.83,45.31
16,Ñuble,Diguillín,16108,San Ignacio,17405.0,114,0.65,1.17,0.5631399317406143,1.0,0.0,6.0,3084.25,0.06,364.0,3.45,1772.05,47.82
16,Ñuble,Diguillín,16109,Yungay,18680.0,171,0.92,0.67,0.2506811989100816,4.0,0.0,3.0,2884.1666666666665,0.04,824.0,1.61,1543.99,22.67
16,Ñuble,Itata,16201,Quirihue,11746.0,72,0.61,1.14,0.4530201342281879,2.640939597315436,1.4933639977944302,2.0,1254.1666666666667,0.0,589.0,1.7,1067.74,19.94
16,Ñuble,Itata,16202,Cobquecura,5495.0,73,1.33,1.54,0.7549668874172186,3.509933774834437,0.8602136625763983,4.0,993.4166666666666,0.23,570.0,7.28,1807.86,9.64
16,Ñuble,Itata,16203,Coelemu,15895.0,154,0.97,1.15,0.2937685459940653,3.1186943620178043,1.3664615934622466,4.0,1296.1666666666667,0.12,342.0,2.52,815.46,46.48
16,Ñuble,Itata,16204,Ninhue,5763.0,0,0.0,0.59,0.6614173228346456,1.0,0.0,4.0,1188.8333333333333,0.08,401.0,6.94,2062.87,14.37
16,Ñuble,Itata,16205,Portezuelo,5203.0,0,0.0,0.6,0.6692307692307693,3.007692307692308,1.411470340003664,4.0,937.0833333333334,0.17,282.0,7.69,1801.04,18.45
16,Ñuble,Itata,16206,Ránquil,6508.0,0,0.0,0.48,0.768041237113402,1.0,0.0,4.0,1259.1666666666667,0.05,248.0,6.15,1934.8,26.24
16,Ñuble,Itata,16207,Trehuaco,6124.0,0,0.0,0.25,0.6994535519125684,1.901639344262295,1.3754870139936417,5.0,1332.0,0.03,313.0,8.16,2175.05,19.57
16,Ñuble,Punilla,16301,San Carlos,55847.0,814,1.46,2.04,0.3815028901734103,4.47514450867052,2.3109979844905872,11.0,5747.0,0.33,874.0,1.97,1029.06,63.9
16,Ñuble,Punilla,16302,Coihueco,29766.0,314,1.05,1.86,0.6591928251121075,5.318385650224215,0.9479612743837712,6.0,5465.0,0.11,1777.0,2.02,1835.99,16.75
16,Ñuble,Punilla,16303,Ñiquén,12797.0,70,0.55,0.72,0.8558951965065502,3.567685589519651,1.05358790897204,7.0,1876.5833333333333,0.05,493.0,5.47,1466.42,25.96
16,Ñuble,Punilla,16304,San Fabián,5245.0,87,1.66,1.3,0.7465753424657535,1.7602739726027397,1.3049158610389668,4.0,1033.25,0.0,1568.0,7.63,1969.97,3.35
16,Ñuble,Punilla,16305,San Nicolás,15099.0,185,1.23,1.62,0.5555555555555556,4.0,0.0,3.0,2876.583333333333,0.06,491.0,1.99,1905.15,30.75
